     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_ite;         10;      10000;       1.127e+13;           5.020;          12.678;           5.877;           1.372 (23.346 %)
  rapi_rec;         10;      10000;       4.731e+17;          13.394;          16.306;          14.527;           0.628 ( 4.325 %)
  rapi_ite;         10;      10000;       1.889e+27;           7.337;          12.368;           8.203;           1.086 (13.243 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       2.955e+32;           5.791;          11.481;           6.562;           1.097 (16.713 %)
  naif_ite;         10;      10000;       1.053e+11;           5.020;           7.631;           5.446;           0.846 (15.533 %)
  rapi_rec;         10;      10000;       1.004e+14;          14.544;          19.951;          15.740;           1.266 ( 8.046 %)
  rapi_ite;         10;      10000;       8.180e+13;           6.949;          14.974;           9.695;           1.838 (18.960 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       5.724e+18;           5.792;           5.822;           5.796;           0.006 ( 0.098 %)
  naif_ite;         10;      10000;       3.179e+14;           5.022;           5.422;           5.381;           0.094 ( 1.755 %)
  rapi_rec;         10;      10000;       8.310e+14;          13.116;          20.306;          16.567;           1.910 (11.529 %)
  rapi_ite;         10;      10000;       6.813e+10;           7.333;          13.152;           8.499;           1.668 (19.631 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       4.174e+17;           5.791;           8.219;           6.599;           0.777 (11.774 %)
  naif_ite;         10;      10000;       1.230e+34;           5.021;          10.393;           5.562;           0.985 (17.705 %)
  rapi_rec;         10;      10000;       2.184e+13;          13.959;          20.957;          16.701;           1.769 (10.592 %)
  rapi_ite;         10;      10000;       2.032e+15;           7.333;          10.652;           8.787;           0.925 (10.525 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       1.169e+17;           5.796;          11.243;           7.410;           1.456 (19.647 %)
  naif_ite;         10;      10000;       2.279e+17;           5.197;          11.283;           7.788;           1.716 (22.039 %)
  rapi_rec;         10;      10000;       2.544e+22;          13.119;          18.104;          14.682;           0.917 ( 6.246 %)
  rapi_ite;         10;      10000;       2.408e+22;           7.332;           8.189;           7.361;           0.149 ( 2.018 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       1.872e+32;           5.790;          10.327;           7.135;           1.386 (19.426 %)
  naif_ite;         10;      10000;       3.989e+07;           5.019;          11.334;           6.462;           1.703 (26.352 %)
  rapi_rec;         10;      10000;       1.859e+13;          13.118;          18.101;          14.694;           0.870 ( 5.923 %)
  rapi_ite;         10;      10000;       2.853e+13;           7.334;           9.260;           7.542;           0.491 ( 6.505 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       3.269e+13;           5.792;          15.169;           7.908;           2.543 (32.163 %)
  naif_ite;         10;      10000;       7.986e+28;           5.020;          10.028;           5.786;           1.010 (17.454 %)
  rapi_rec;         10;      10000;       2.490e+08;          14.605;          21.190;          15.663;           1.419 ( 9.061 %)
  rapi_ite;         10;      10000;       2.108e+11;           7.333;          10.729;           7.761;           0.748 ( 9.645 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       1.320e+14;           5.793;           7.695;           6.431;           0.550 ( 8.550 %)
  naif_ite;         10;      10000;       4.676e+19;           5.022;          11.371;           5.504;           1.095 (19.888 %)
  rapi_rec;         10;      10000;       3.584e+12;          13.117;          14.673;          14.102;           0.611 ( 4.333 %)
